Date,Name,x,y,z,Gain,Ovmx,Rec. time,Req. Freq.,Start time,End time,Filename,f0_min,f0_win,f0_average,f0_ip,f0_ip_diff,error,f0_max,A0,nw
26/06/2017,A201,4.383283,50.770229,124.0,128,5,00:40,100,09:33,10:13,170626_0933.201,0.812656,0.860526,0.861372,0.8613035124341623,0.0007775124341622419,0.04786999999999997,0.911216,8.58658,45.0
26/06/2017,A202,4.384596,50.774603,119.23,512,5,00:20,100,10:45,11:05,170626_1045.202,0.787528,0.828221,0.843295,0.8268551236749118,-0.0013658763250882222,0.04069299999999998,0.868915,10.7672,35.0
