Date,Name,Geology,Cover,x,y,z,Gain,Ovmx,Rec. time,Req. Freq.,Start time,End time,Filename,f0_min,f0_win,f0_average,f0_ip,f0_ip_diff,error,f0_max,A0,nw,A_max,max_freq,max_Azi,A_min,min_freq,min_Azi
26/06/2017,A201,Shh,Shh,4.3832830000000005,50.770229,124.0,128,5,00:40,100,09:33,10:13,170626_0933.201,0.802316,0.8669129999999999,0.866568,0.8666177745183012,-0.00029522548169880203,0.06459700000000003,0.9315100000000001,9.66012,78.0,9.94885,0.8332209999999999,30,9.282739999999999,0.865017,90
26/06/2017,A202,Ma,Ma,4.384596,50.774603000000006,119.23,512,5,00:20,100,10:45,11:05,170626_1045.202,0.787528,0.8282209999999999,0.8432950000000001,0.8268551236749118,-0.0013658763250882222,0.04069299999999998,0.868915,10.7672,35.0,11.3832,0.8163729999999999,10,9.58308,0.847526,100
